BDID	EGID	TAXID	SYMBOL	DESCRIPTION	HOMOLOGENE
1428808_at	243548	10090	Prickle2	prickle planar cell polarity protein 2	17889
1428510_at	330814	10090	Adgrl1	adhesion G protein-coupled receptor L1	8951
1448416_at	17313	10090	Mgp	matrix Gla protein	693
1439448_x_at	67511	10090	Tmed9	transmembrane p24 trafficking protein 9	68707
1421816_at	14782	10090	Gsr	glutathione reductase	531
1449145_a_at	12389	10090	Cav1	caveolin 1, caveolae protein	1330
1429590_at	320165	10090	Tacc1	transforming, acidic coiled-coil containing protein 1	4575
1420142_s_at	18813	10090	Pa2g4	proliferation-associated 2G4	4513
1436736_x_at	27528	10090	Nrep	neuronal regeneration related protein	70874
1428227_at	19712	10090	Rest	RE1-silencing transcription factor	4099
1428099_a_at	110809	10090	Srsf1	serine/arginine-rich splicing factor 1	31411
1428099_a_at	102641923	-	-	-	-
1431292_a_at	23999	10090	Twf2	twinfilin actin binding protein 2	5272
1437869_at	235542	10090	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	20595
1416261_at	67226	10090	Tmem19	transmembrane protein 19	10107
1460707_at	19244	10090	Ptp4a2	protein tyrosine phosphatase 4a2	20744
1422673_at	18760	10090	Prkd1	protein kinase D1	55680
1451219_at	227102	10090	Ormdl1	ORM1-like 1 (S. cerevisiae)	41135
1417190_at	59027	10090	Nampt	nicotinamide phosphoribosyltransferase	4201
1419397_at	18968	10090	Pola1	polymerase (DNA directed), alpha 1	6802
1433999_at	20874	10090	Slk	STE20-like kinase	22515
1424010_at	76293	10090	Mfap4	microfibrillar-associated protein 4	134529
1418526_at	14105	10090	Srsf10	serine/arginine-rich splicing factor 10	134051
1420628_at	19290	10090	Pura	purine rich element binding protein A	4279
1450000_at	83564	10090	Nlrp4c	NLR family, pyrin domain containing 4C	75315
1428280_at	66899	10090	Fip1l1	FIP1 like 1 (S. cerevisiae)	136254
1429411_a_at	223527	10090	Eny2	enhancer of yellow 2 homolog (Drosophila)	10612
1421751_a_at	59029	10090	Psmd14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	4240
1452152_at	216705	10090	Clint1	clathrin interactor 1	133740
1423784_at	353172	10090	Gars	glycyl-tRNA synthetase	1547
1434018_at	214469	10090	Fam168b	family with sequence similarity 168, member B	18390
1451230_a_at	22381	10090	Tceal9	transcription elongation factor A like 9	7995
1428546_at	56403	10090	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein	4648
1417926_at	76044	10090	Ncapg2	non-SMC condensin II complex, subunit G2	9820
1450858_a_at	66105	10090	Ube2d3	ubiquitin-conjugating enzyme E2D 3	123914
1448647_at	17158	10090	Man2a1	mannosidase 2, alpha 1	1777
1448398_s_at	19934	10090	Rpl22	ribosomal protein L22	37378
1429739_a_at	56218	10090	Patz1	POZ (BTB) and AT hook containing zinc finger 1	8636
1421952_at	12338	10090	Capn6	calpain 6	7252
1439341_at	381157	10090	Greb1l	growth regulation by estrogen in breast cancer-like	73393
1422537_a_at	15902	10090	Id2	inhibitor of DNA binding 2	1632
1429511_at	74437	10090	4933402E13Rik	RIKEN cDNA 4933402E13 gene	134354
1428459_at	77632	10090	Pramef12	PRAME family member 12	135701
1436836_x_at	71994	10090	Cnn3	calponin 3, acidic	37533
1436688_x_at	67115	10090	Rpl14	ribosomal protein L14	68375
1436688_x_at	100040970	10090	Rpl14-ps1	ribosomal protein L14, pseudogene 1	-
1418723_at	65086	10090	Lpar3	lysophosphatidic acid receptor 3	8123
1434778_at	218914	10090	Wapl	WAPL cohesin release factor	41002
1426918_at	16412	10090	Itgb1	integrin beta 1 (fibronectin receptor beta)	22999
1451081_a_at	66855	10090	Tcf25	transcription factor 25 (basic helix-loop-helix)	5701
1427185_at	17258	10090	Mef2a	myocyte enhancer factor 2A	4080
1418497_at	14168	10090	Fgf13	fibroblast growth factor 13	3036
1450405_at	56284	10090	Mrpl19	mitochondrial ribosomal protein L19	8851
1436691_x_at	100862012	10090	Gm21399	peroxiredoxin pseudogene 2	-
1436691_x_at	18477	10090	Prdx1	peroxiredoxin 1	99789
1436991_x_at	227753	10090	Gsn	gelsolin	147
1433750_at	20529	10090	Slc31a1	solute carrier family 31, member 1	1399
1415795_at	20729	10090	Spin1	spindlin 1	55983
1416605_at	52530	10090	Nhp2	NHP2 ribonucleoprotein	5524
1417741_at	110095	10090	Pygl	liver glycogen phosphorylase	84371
1434939_at	15227	10090	Foxf1	forkhead box F1	1114
1420953_at	11518	10090	Add1	adducin 1 (alpha)	22758
1455534_s_at	106326	10090	Osbpl11	oxysterol binding protein-like 11	23385
1425972_a_at	22764	10090	Zfx	zinc finger protein X-linked	2561
1450904_at	66074	10090	Tmem167	transmembrane protein 167	41626
1438633_x_at	16796	10090	Lasp1	LIM and SH3 protein 1	4480
1437347_at	13618	10090	Ednrb	endothelin receptor type B	89
1449069_at	22661	10090	Zfp148	zinc finger protein 148	8003
1435669_at	328977	10090	Zfp532	zinc finger protein 532	138627
1455094_s_at	67128	10090	Ube2g1	ubiquitin-conjugating enzyme E2G 1	2508
1418910_at	12162	10090	Bmp7	bone morphogenetic protein 7	20410
1416468_at	11668	10090	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	110441
1421854_at	14190	10090	Fgl2	fibrinogen-like protein 2	4864
1416947_s_at	235674	10090	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	91131
1416947_s_at	113868	10090	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	37497
1434238_at	319944	10090	Taf2	TATA-box binding protein associated factor 2	31137
1455101_at	215789	10090	Phactr2	phosphatase and actin regulator 2	8816
1437223_s_at	22433	10090	Xbp1	X-box binding protein 1	3722
1439380_x_at	17263	10090	Meg3	maternally expressed 3	-
1425822_a_at	14357	10090	Dtx1	deltex 1, E3 ubiquitin ligase	74522
1438435_at	66190	10090	Acer3	alkaline ceramidase 3	5410
1418545_at	83767	10090	Wasf1	WAS protein family, member 1	2920
1456698_s_at	50926	10090	Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like	75314
1417424_at	66191	10090	Ier3ip1	immediate early response 3 interacting protein 1	41106
1428119_a_at	72065	10090	Rap2c	RAP2C, member of RAS oncogene family	99848
1418070_at	12593	10090	Cdyl	chromodomain protein, Y chromosome-like	3548
1448667_x_at	57259	10090	Tob2	transducer of ERBB2, 2	9447
1419037_at	12995	10090	Csnk2a1	casein kinase 2, alpha 1 polypeptide	90874
1427680_a_at	18028	10090	Nfib	nuclear factor I/B	4087
1420473_at	14489	10090	Mtpn	myotrophin	40607
1424501_at	216987	10090	Utp6	UTP6 small subunit processome component	41265
1434307_at	100201	10090	Tmem64	transmembrane protein 64	45636
1422901_at	76055	10090	Mgea5	meningioma expressed antigen 5 (hyaluronidase)	8154
1454776_at	77683	10090	Ehmt1	euchromatic histone methyltransferase 1	11698
1454776_at	102641262	-	-	-	-
1435383_x_at	17984	10090	Ndn	necdin	20559
1418071_s_at	12593	10090	Cdyl	chromodomain protein, Y chromosome-like	3548
1438255_at	71375	10090	Foxn3	forkhead box N3	135955
1416179_a_at	19684	10090	Rdx	radixin	37707
1415751_at	15441	10090	Hp1bp3	heterochromatin protein 1, binding protein 3	7774
1437008_x_at	68539	10090	Tmem109	transmembrane protein 109	11458
1416880_at	17210	10090	Mcl1	myeloid cell leukemia sequence 1	7413
1448388_a_at	104725	10090	Sptssa	serine palmitoyltransferase, small subunit A	15889
1418884_x_at	22142	10090	Tuba1a	tubulin, alpha 1A	68498
1426760_at	320727	10090	Ipo8	importin 8	48430
1428545_at	71667	10090	Tmem248	transmembrane protein 248	9951
1451315_at	76547	10090	Tmem101	transmembrane protein 101	12649
1460274_at	70956	10090	Tex19.2	testis expressed gene 19.2	132323
1453208_at	381820	10090	Smim10l1	small integral membrane protein 10 like 1	130035
1430124_x_at	58810	10090	Akr1a1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	74565
1450875_at	14763	10090	Gpr37	G protein-coupled receptor 37	3875
1451224_at	56807	10090	Scamp5	secretory carrier membrane protein 5	56880
1438972_x_at	100042332	10090	2810410L24Rik	RIKEN cDNA 2810410L24 gene	-
1452854_at	140740	10090	Sec63	SEC63-like (S. cerevisiae)	5220
1429671_at	71970	10090	Zbed5	zinc finger, BED type containing 5	84838
1418492_at	23893	10090	Grem2	gremlin 2, DAN family BMP antagonist	8023
1433805_at	16451	10090	Jak1	Janus kinase 1	1678
1415765_at	68693	10090	Hnrnpul2	heterogeneous nuclear ribonucleoprotein U-like 2	28583
1457265_at	338351	10090	Akap17b	A kinase (PRKA) anchor protein 17B	14744
1433901_at	53872	10090	Caprin1	cell cycle associated protein 1	4310
1455961_at	17380	10090	Mme	membrane metallo endopeptidase	5275
1460694_s_at	225115	10090	Svil	supervillin	25090
1454896_at	19664	10090	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	7511
1427899_at	74132	10090	Rnf6	ring finger protein (C3H2C3 type) 6	14036
1425020_at	217379	10090	Ubxn2a	UBX domain protein 2A	17076
1417673_at	50915	10090	Grb14	growth factor receptor bound protein 14	3303
1419072_at	68312	10090	Gstm7	glutathione S-transferase, mu 7	41816
1448233_at	19122	10090	Prnp	prion protein	7904
1454612_at	240396	10090	Mex3c	mex3 RNA binding family member C	9601
1418996_a_at	67636	10090	Etfrf1	electron transfer flavoprotein regulatory factor 1	44219
1453013_at	68744	10090	Zfp740	zinc finger protein 740	129530
1416556_at	67125	10090	Tspan31	tetraspanin 31	4359
1451519_at	19821	10090	Rnf2	ring finger protein 2	2199
1429707_at	18786	10090	Plaa	phospholipase A2, activating protein	3138
1429203_at	73673	10090	Rec114	REC114 meiotic recombination protein	83546
1429292_a_at	69698	10090	Slc52a3	solute carrier protein family 52, member 3	12324
1448788_at	17470	10090	Cd200	CD200 antigen	4344
1416201_at	12928	10090	Crk	v-crk avian sarcoma virus CT10 oncogene homolog	81850
1420093_s_at	50926	10090	Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like	75314
1416329_at	20430	10090	Cyfip1	cytoplasmic FMR1 interacting protein 1	22628
1435452_at	240660	10090	Slc35g1	solute carrier family 35, member G1	44720
1418337_at	19895	10090	Rpia	ribose 5-phosphate isomerase A	6943
1420028_s_at	17215	10090	Mcm3	minichromosome maintenance complex component 3	1791
1450186_s_at	14683	10090	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	55534
1450966_at	74114	10090	Crot	carnitine O-octanoyltransferase	10899
1448765_at	14360	10090	Fyn	Fyn proto-oncogene	48068
1459740_s_at	22228	10090	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	2516
1438171_x_at	59052	10090	Mettl9	methyltransferase like 9	41092
1450078_at	27206	10090	Nrk	Nik related kinase	8442
1453731_a_at	67171	10090	Dram2	DNA-damage regulated autophagy modulator 2	23565
1455121_at	212391	10090	Lcor	ligand dependent nuclear receptor corepressor	18153
1434440_at	14677	10090	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	74417
1419163_s_at	100037258	10090	Dnajc3	DnaJ heat shock protein family (Hsp40) member C3	2486
1434149_at	21413	10090	Tcf4	transcription factor 4	2407
1454698_at	57874	10090	Hacd3	3-hydroxyacyl-CoA dehydratase 3	9494
1449178_at	53318	10090	Pdlim3	PDZ and LIM domain 3	75063
1416346_at	30058	10090	Timm8a1	translocase of inner mitochondrial membrane 8A1	37878
1455089_at	14701	10090	Gng12	guanine nucleotide binding protein (G protein), gamma 12	32427
1437748_at	73068	10090	Fut11	fucosyltransferase 11	18313
1453015_at	74440	10090	Cmip	c-Maf inducing protein	18869
1423895_a_at	14007	10090	Celf2	CUGBP, Elav-like family member 2	4783
1416716_at	13644	10090	Efs	embryonal Fyn-associated substrate	4284
1456483_at	22750	10090	Zfp9	zinc finger protein 9	49280
1416452_at	18242	10090	Oat	ornithine aminotransferase	231
1429296_at	19325	10090	Rab10	RAB10, member RAS oncogene family	41111
1454136_a_at	66714	10090	4921524J17Rik	RIKEN cDNA 4921524J17 gene	12014
1429359_s_at	19663	10090	Rbpms	RNA binding protein gene with multiple splicing	38238
1436819_at	56526	10090	Sept6	septin 6	62617
1440381_at	67045	10090	Riok2	RIO kinase 2 (yeast)	6760
1416095_x_at	66118	10090	Sarnp	SAP domain containing ribonucleoprotein	41628
1423118_at	66874	10090	Ncbp3	nuclear cap binding subunit 3	10231
1435727_s_at	65970	10090	Lima1	LIM domain and actin binding 1	9484
1434555_at	11737	10090	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	137229
1437634_at	331401	10090	Thoc2	THO complex 2	69669
1416958_at	353187	10090	Nr1d2	nuclear receptor subfamily 1, group D, member 2	3763
1433675_at	83673	10090	Snhg1	small nucleolar RNA host gene 1	-
1449325_at	56473	10090	Fads2	fatty acid desaturase 2	3149
1418255_s_at	20807	10090	Srf	serum response factor	31135
1434039_at	66884	10090	Appbp2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	31378
1460688_s_at	106840	10090	Unc119b	unc-119 lipid binding chaperone B	43997
1433540_x_at	19046	10090	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	37659
1448873_at	18260	10090	Ocln	occludin	1905
1452101_at	104184	10090	Blmh	bleomycin hydrolase	330
1452534_a_at	97165	10090	Hmgb2	high mobility group box 2	37582
1434456_at	242819	10090	Rundc3b	RUN domain containing 3B	16286
1415973_at	17118	10090	Marcks	myristoylated alanine rich protein kinase C substrate	-
1416505_at	15370	10090	Nr4a1	nuclear receptor subfamily 4, group A, member 1	1612
1455130_at	101685	10090	Spty2d1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	45499
1419153_at	68026	10090	Pclaf	PCNA clamp associated factor	8829
1460411_s_at	106522	10090	Pkdcc	protein kinase domain containing, cytoplasmic	18932
1416459_at	11841	10090	Arf2	ADP-ribosylation factor 2	56086
1424112_at	16004	10090	Igf2r	insulin-like growth factor 2 receptor	676
1460430_at	72065	10090	Rap2c	RAP2C, member of RAS oncogene family	99848
1449849_a_at	30840	10090	Fbxl6	F-box and leucine-rich repeat protein 6	8130
1420954_a_at	11518	10090	Add1	adducin 1 (alpha)	22758
1450668_s_at	15528	10090	Hspe1	heat shock protein 1 (chaperonin 10)	20500
1436210_at	235533	10090	Gk5	glycerol kinase 5 (putative)	15141
1416946_a_at	235674	10090	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	91131
1416946_a_at	113868	10090	Acaa1a	acetyl-Coenzyme A acyltransferase 1A	37497
1452247_at	14359	10090	Fxr1	fragile X mental retardation gene 1, autosomal homolog	3573
1417590_at	104086	10090	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1	36040
1437760_at	230145	10090	Galnt12	polypeptide N-acetylgalactosaminyltransferase 12	11637
1420619_a_at	14797	10090	Aes	amino-terminal enhancer of split	879
1426377_at	226442	10090	Zfp281	zinc finger protein 281	8270
1437009_a_at	67845	10090	Rnf115	ring finger protein 115	69167
1426532_at	66505	10090	Zmynd11	zinc finger, MYND domain containing 11	4828
1448244_at	18777	10090	Lypla1	lysophospholipase 1	100781
1452812_at	330814	10090	Adgrl1	adhesion G protein-coupled receptor L1	8951
1416248_at	192185	10090	Nadk	NAD kinase	49724
1434931_at	18007	10090	Neo1	neogenin	1870
1455195_at	20088	10090	Rps24	ribosomal protein S24	68148
1416004_at	22629	10090	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	37767
1434036_at	211401	10090	Mtss1	metastasis suppressor 1	8841
1424826_s_at	211401	10090	Mtss1	metastasis suppressor 1	8841
1453840_at	18458	10090	Pabpc1	poly(A) binding protein, cytoplasmic 1	37638
1438940_x_at	15312	10090	Hmgn1	high mobility group nucleosomal binding domain 1	3643
1423304_a_at	93836	10090	Rnf111	ring finger 111	9741
1452783_at	72007	10090	Fndc3b	fibronectin type III domain containing 3B	11244
1450868_at	52120	10090	Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase	15586
1448771_a_at	14319	10090	Fth1	ferritin heavy polypeptide 1	74295
1418892_at	80837	10090	Rhoj	ras homolog family member J	56894
1460576_at	107371	10090	Exoc6	exocyst complex component 6	41305
1450067_a_at	67881	10090	Mdp1	magnesium-dependent phosphatase 1	5846
1417329_at	54338	10090	Slc23a2	solute carrier family 23 (nucleobase transporters), member 2	68440
1451110_at	112405	10090	Egln1	egl-9 family hypoxia-inducible factor 1	56936
1434260_at	207278	10090	Fchsd2	FCH and double SH3 domains 2	8887
1417055_at	66055	10090	Sf3b6	splicing factor 3B, subunit 6	9360
1418988_at	18634	10090	Pex7	peroxisomal biogenesis factor 7	242
1417184_s_at	15129	10090	Hbb-b1	hemoglobin, beta adult major chain	-
1417184_s_at	101488143	10090	Hbb-bt	hemoglobin, beta adult t chain	68066
1417184_s_at	100503605	10090	Hbb-bs	hemoglobin, beta adult s chain	68066
1417184_s_at	15130	10090	Hbb-b2	hemoglobin, beta adult minor chain	-
1425674_a_at	68991	10090	Ssu72	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)	6754
1437071_at	66235	10090	Eif1ax	eukaryotic translation initiation factor 1A, X-linked	100715
1441980_at	271981	10090	Tbck	TBC1 domain containing kinase	13221
1422579_at	15528	10090	Hspe1	heat shock protein 1 (chaperonin 10)	20500
1416429_a_at	12359	10090	Cat	catalase	55514
1435645_at	67468	10090	Mmd	monocyte to macrophage differentiation-associated	8204
1452621_at	72562	10090	Pcbd2	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	49987
1439678_at	-	-	-	-	-
1450429_at	12338	10090	Capn6	calpain 6	7252
1421832_at	65960	10090	Twsg1	twisted gastrulation BMP signaling modulator 1	10774
1434215_at	320060	10090	B230308N11Rik	RIKEN cDNA B230308N11 gene	-
1453760_at	71148	10090	Mier1	MEIR1 treanscription regulator	136176
1415813_at	11800	10090	Api5	apoptosis inhibitor 5	4809
1425458_a_at	14783	10090	Grb10	growth factor receptor bound protein 10	3882
1425498_at	19134	10090	Prpf4b	pre-mRNA processing factor 4B	134085
1425491_at	12166	10090	Bmpr1a	bone morphogenetic protein receptor, type 1A	20911
1448103_s_at	53610	10090	Nono	non-POU-domain-containing, octamer binding protein	7212
1417081_a_at	20973	10090	Syngr2	synaptogyrin 2	20987
1416988_at	17685	10090	Msh2	mutS homolog 2	210
1449350_at	23967	10090	Osr1	odd-skipped related 1 (Drosophila)	8035
1425241_a_at	78889	10090	Wsb1	WD repeat and SOCS box-containing 1	9218
1442014_at	-	-	-	-	-
1448259_at	14314	10090	Fstl1	follistatin-like 1	5144
1452336_at	380912	10090	Zfp395	zinc finger protein 395	10255
1434258_s_at	100169	10090	Phactr4	phosphatase and actin regulator 4	41537
1434898_at	233833	10090	Tnrc6a	trinucleotide repeat containing 6a	41399
1455084_x_at	108037	10090	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)	133984
1421883_at	15569	10090	Elavl2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	20930
1428029_a_at	77605	10090	H2afv	H2A histone family, member V	83271
1423205_at	99237	10090	Tm9sf4	transmembrane 9 superfamily protein member 4	21620
1448469_at	18073	10090	Nid1	nidogen 1	1878
1435821_s_at	100336	10090	Ppp1r8	protein phosphatase 1, regulatory (inhibitor) subunit 8	8555
1448808_a_at	18103	10090	Nme2	NME/NM23 nucleoside diphosphate kinase 2	133879
1415984_at	11364	10090	Acadm	acyl-Coenzyme A dehydrogenase, medium chain	3
1449095_at	245944	10090	Vps54	VPS54 GARP complex subunit	5605
1421514_a_at	107815	10090	Scml2	sex comb on midleg-like 2 (Drosophila)	-
1450694_at	14227	10090	Fkbp2	FK506 binding protein 2	40604
1438292_x_at	11534	10090	Adk	adenosine kinase	4891
1421671_at	15487	10090	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	20089
1452659_at	110052	10090	Dek	DEK oncogene (DNA binding)	2593
